"MSFD broad habitat type","Extent of habitat 1000 km2","X0.05","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9"
"Upper bathyal sediment",11.74,"0.0","   0.0","0.0","0.0","<0.1","  0.5","  1.7","  5.4"," 16.6"," 40.7"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",15.96,"0.0","   0.0","0.0","0.0","   0.0","  0.0","  0.2","  1.0","  5.6"," 22.3"
"Offshore circalittoral mud",1.33,"0.0","<0.1","0.5","1.6","   4.1","  9.6"," 19.6"," 30.1"," 42.6"," 63.5"
"Lower bathyal sediment or Lower bathyal rock and biogenic reef",14.98,"0.0","   0.0","0.0","0.0","   0.0","  0.0","  0.0","  0.0","  0.0","  1.6"
"Offshore circalittoral sand",0.32,"0.0","   0.0","0.0","0.0","   0.0","  1.6","  4.9"," 12.4"," 22.4"," 64.9"
"Upper bathyal rock and biogenic reef",0.42,"0.0","   0.0","0.0","0.0","   0.0","  0.5","  4.4"," 10.6"," 29.7"," 72.8"
"Offshore circalittoral rock and biogenic reef",0.15,"0.0","   0.0","0.0","0.2","   2.4"," 10.1"," 17.8"," 32.1"," 42.3"," 73.0"
"Offshore circalittoral mixed sediment",0.06,"0.2","   0.9","2.5","5.5","  11.2"," 19.5"," 21.9"," 33.3"," 42.2"," 59.3"
"Abyssal",184.55,"0.0","   0.0","0.0","0.0","   0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"Unknown",0.15,"0.0","   0.0","0.0","0.0","   0.0","  0.0","  0.0","  0.0","  0.0","  5.0"
"Lower bathyal sediment",0.04,"0.0","   0.0","0.0","0.0","   0.0"," 47.7"," 47.7"," 47.7"," 47.7","100.0"
"Offshore circalittoral coarse sediment",0.01,"0.0","   0.0","0.0","0.0","   0.0"," 35.3"," 35.3","100.0","100.0","100.0"
"Circalittoral rock and biogenic reef",0.01,"0.0","   0.0","0.0","0.0","   0.0","  0.0","100.0","100.0","100.0","100.0"
"Infralittoral rock and biogenic reef",0,"0.0","   0.0","0.0","0.0"," 100.0","100.0","100.0","100.0","100.0","100.0"
"Circalittoral mixed sediment",0,"0.0","   0.0","0.0","0.0","   0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"Circalittoral mud",0,"NaN","   NaN","NaN","NaN","   NaN","  NaN","  NaN","  NaN","  NaN","  NaN"
"Circalittoral sand",0,"NaN","   NaN","NaN","NaN","   NaN","  NaN","  NaN","  NaN","  NaN","  NaN"
"Infralittoral sand",0,"NaN","   NaN","NaN","NaN","   NaN","  NaN","  NaN","  NaN","  NaN","  NaN"
