"MSFD broad habitat type","Extent of habitat 1000 km2","X0.05","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9"
"Offshore circalittoral mud",31.94,"<0.1","   0.3","   3.2","   8.4","  14.6","  21.3","  29.8","  39.7","  52.3","68.8"
"Offshore circalittoral sand",34.91,"<0.1","   0.9","   4.7","  10.3","  17.6","  26.3","  36.0","  47.0","  60.0","76.4"
"Upper bathyal sediment",36.76,"   0.0","   0.0","   0.0","<0.1","   0.2","   1.1","   3.9","  11.1","  26.6","51.7"
"Circalittoral coarse sediment",8.77,"<0.1","<0.1","   0.9","   4.2","  10.3","  19.1","  29.2","  39.9","  53.8","72.2"
"Circalittoral sand",16.56,"   0.0","   0.0","<0.1","<0.1","   0.8","   4.1","  12.9","  26.0","  41.2","62.9"
"Offshore circalittoral coarse sediment",12.53,"   0.6","   2.5","   7.5","  12.9","  19.1","  27.4","  36.0","  46.3","  58.8","73.7"
"Offshore circalittoral mixed sediment",3.47,"   0.2","   1.0","   5.1","  10.5","  17.0","  24.7","  33.8","  45.2","  59.7","76.9"
"Circalittoral mixed sediment",2.99,"   0.0","   0.0","<0.1","<0.1","   0.3","   1.0","   3.9","  15.8","  32.6","58.4"
"Offshore circalittoral rock and biogenic reef",7.26,"   0.0","<0.1","   1.2","   5.5","  11.3","  19.3","  29.3","  40.0","  54.6","70.9"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",21.7,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","<0.1","   0.5","   3.5","19.3"
"Circalittoral mud",6.41,"   0.0","   0.0","   0.0","<0.1","<0.1","   0.3","   1.0","   4.7","  16.1","43.1"
"Circalittoral rock and biogenic reef",7.05,"   0.0","   0.0","   0.0","<0.1","   0.6","   2.1","   5.4","  10.6","  22.5","42.2"
"Upper bathyal rock and biogenic reef",1.74,"   0.0","   0.0","   0.0","   0.0","   0.0","<0.1","   1.1","   7.5","  24.0","56.9"
"Lower bathyal sediment or Lower bathyal rock and biogenic reef",36.17,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
"Infralittoral sand",2.58,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.1","   1.3"," 6.3"
"Unknown",0.56,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","<0.1","   1.7","  15.5","41.3"
"Infralittoral rock and biogenic reef",2.08,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","<0.1","   0.8","   4.6","19.9"
"Lower bathyal sediment",12.1,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","<0.1"," 5.4"
"Infralittoral mud",0.73,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","<0.1","   1.6"," 7.7"
"Abyssal",513.94,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
"Infralittoral coarse sediment",0.51,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.8","   6.6","  19.4","46.5"
"Infralittoral mixed sediment",0.37,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.1","14.2"
"Lower bathyal rock and biogenic reef",0.5,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
